airline,source,destination,duration,total_stops,additional_info,price,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year
Jet Airways,delhi,cochin,1130,2,no info,13292,9,35,15,6,2019
Indigo,kolkata,banglore,155,0,no info,4174,11,30,3,4,2019
Jet Airways,banglore,new delhi,860,1,no info,16736,7,0,6,3,2019
Jet Airways,banglore,delhi,165,0,in-flight meal not included,5198,6,0,12,5,2019
Multiple Carriers,delhi,cochin,730,1,no info,15058,7,5,3,6,2019
Indigo,delhi,cochin,300,1,no info,5073,10,35,3,4,2019
Multiple Carriers,delhi,cochin,660,1,no info,10197,8,0,15,5,2019
Spicejet,chennai,kolkata,140,0,no check-in baggage included,3543,17,45,27,6,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,7229,17,45,27,6,2019
Air India,delhi,cochin,1180,2,no info,10966,12,0,1,6,2019
Jet Airways,kolkata,banglore,570,1,in-flight meal not included,11134,13,55,24,3,2019
Air Asia,kolkata,banglore,150,0,no info,3807,22,50,6,4,2019
Air India,banglore,delhi,170,0,no info,5228,13,20,6,5,2019
Indigo,chennai,kolkata,140,0,no info,3597,14,45,12,6,2019
Air Asia,banglore,delhi,165,0,no info,4483,11,10,18,5,2019
Jet Airways,delhi,cochin,1015,1,in-flight meal not included,10262,11,30,24,6,2019
Spicejet,delhi,cochin,270,1,no check-in baggage included,5158,8,45,6,6,2019
Air India,banglore,new delhi,1520,1,no info,6010,22,0,21,3,2019
Jet Airways,delhi,cochin,1320,2,no info,13376,14,35,12,6,2019
Jet Airways,delhi,cochin,1365,2,no info,11543,5,40,21,3,2019
Multiple Carriers,delhi,cochin,560,1,in-flight meal not included,15342,9,55,6,3,2019
Spicejet,banglore,new delhi,175,0,no info,6309,9,35,15,3,2019
Vistara,banglore,delhi,165,0,no info,5823,19,30,24,5,2019
Spicejet,kolkata,banglore,155,0,no info,3873,6,55,1,6,2019
Jet Airways,delhi,cochin,1270,1,in-flight meal not included,12898,21,50,27,5,2019
Indigo,delhi,cochin,500,1,no info,6979,17,10,15,5,2019
Air India,kolkata,banglore,1410,2,no info,13437,16,45,12,5,2019
Jet Airways,delhi,cochin,1015,1,in-flight meal not included,6017,11,30,27,3,2019
Jet Airways,delhi,cochin,330,1,in-flight meal not included,14053,7,5,21,3,2019
Indigo,chennai,kolkata,145,0,no info,7295,11,35,6,3,2019
Jet Airways,kolkata,banglore,1495,1,no info,13044,18,55,12,6,2019
Jet Airways,banglore,delhi,175,0,in-flight meal not included,4030,11,10,3,5,2019
Air India,banglore,new delhi,1625,2,no info,13942,8,15,6,3,2019
Jet Airways,kolkata,banglore,705,1,no info,14781,6,30,12,5,2019
Spicejet,banglore,new delhi,170,0,no info,3579,5,45,24,3,2019
Indigo,delhi,cochin,320,1,no info,5530,6,50,27,5,2019
Jet Airways,kolkata,banglore,345,1,in-flight meal not included,10844,14,5,12,5,2019
Air India,delhi,cochin,675,1,no info,8372,8,0,6,6,2019
Jet Airways,delhi,cochin,775,1,no info,16289,6,50,9,3,2019
Air India,delhi,cochin,1275,2,no info,11701,22,0,6,5,2019
Multiple Carriers,delhi,cochin,570,1,no info,11269,6,0,21,3,2019
Multiple Carriers,delhi,cochin,750,1,no info,9385,13,0,18,5,2019
Jet Airways,kolkata,banglore,395,1,no info,14151,17,0,24,5,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,4544,8,20,9,4,2019
Jet Airways,banglore,new delhi,850,1,in-flight meal not included,11087,20,35,12,3,2019
Indigo,kolkata,banglore,155,0,no info,5224,4,40,3,6,2019
Indigo,kolkata,banglore,155,0,no info,4804,9,35,27,6,2019
Air India,mumbai,hyderabad,880,1,no info,6901,5,55,12,3,2019
Multiple Carriers,delhi,cochin,465,1,in-flight meal not included,5999,14,35,21,3,2019
Vistara,banglore,delhi,170,0,no info,5403,21,0,9,4,2019
Jet Airways,delhi,cochin,810,2,no info,13014,5,30,12,6,2019
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,4995,7,5,6,5,2019
Jet Airways,kolkata,banglore,1545,1,no info,13941,6,30,21,5,2019
Jet Airways,delhi,cochin,1295,2,in-flight meal not included,11507,21,25,3,6,2019
Multiple Carriers,delhi,cochin,660,1,no info,12192,8,0,15,6,2019
Multiple Carriers,delhi,cochin,450,1,no info,7198,18,0,27,5,2019
Indigo,delhi,cochin,195,0,no info,5000,14,25,21,6,2019
Spicejet,kolkata,banglore,155,0,no check-in baggage included,3841,6,55,3,4,2019
Jet Airways,delhi,cochin,350,1,no info,12347,13,0,21,3,2019
Vistara,chennai,kolkata,140,0,no info,11982,17,45,15,6,2019
Jet Airways,banglore,new delhi,700,1,no info,16736,20,35,6,3,2019
Indigo,kolkata,banglore,155,0,no info,4174,17,15,15,4,2019
Spicejet,kolkata,banglore,145,0,no check-in baggage included,3841,9,0,27,6,2019
Jet Airways,delhi,cochin,1440,1,no info,17024,19,45,6,3,2019
Indigo,banglore,delhi,180,0,no info,3943,21,15,24,5,2019
Indigo,delhi,cochin,635,1,no info,6442,11,55,3,6,2019
Air India,delhi,cochin,2170,2,no info,11762,7,5,9,3,2019
Spicejet,kolkata,banglore,145,0,no info,4174,9,0,24,4,2019
Indigo,kolkata,banglore,155,0,no info,4804,4,40,18,6,2019
Multiple Carriers,delhi,cochin,690,1,no info,13377,14,0,6,6,2019
Jet Airways,banglore,delhi,175,0,no info,7229,11,10,1,4,2019
Indigo,banglore,new delhi,170,0,no info,8855,22,20,15,3,2019
Multiple Carriers,delhi,cochin,535,1,no info,7741,10,20,27,6,2019
Jet Airways,banglore,new delhi,315,1,no info,22270,8,0,1,3,2019
Multiple Carriers,delhi,cochin,735,1,no info,7740,8,45,3,6,2019
Air India,kolkata,banglore,1600,2,no info,14960,9,50,9,6,2019
Jet Airways,delhi,cochin,535,1,no info,12032,9,55,27,3,2019
Air India,mumbai,hyderabad,80,0,no info,5462,21,5,6,3,2019
Jet Airways,delhi,cochin,1385,1,no info,12347,19,45,21,3,2019
Air India,chennai,kolkata,135,0,no info,3145,11,40,27,3,2019
Jet Airways,banglore,new delhi,520,1,in-flight meal not included,7832,11,40,21,3,2019
Indigo,kolkata,banglore,150,0,no info,4804,15,15,21,6,2019
Indigo,delhi,cochin,305,1,no info,10482,2,5,9,3,2019
Jet Airways,delhi,cochin,1015,1,in-flight meal not included,12373,11,30,18,5,2019
Multiple Carriers,delhi,cochin,915,1,no info,10478,7,5,3,3,2019
Jet Airways,delhi,cochin,1125,2,in-flight meal not included,13029,9,40,18,5,2019
Air India,delhi,cochin,1255,1,no info,6482,12,30,21,3,2019
Jet Airways,delhi,cochin,600,1,no info,15554,9,0,18,5,2019
Multiple Carriers,delhi,cochin,615,1,no info,11789,8,45,12,6,2019
Indigo,kolkata,banglore,340,1,no info,9413,14,30,24,3,2019
Air India,kolkata,banglore,1700,1,no info,7662,16,45,9,6,2019
Multiple Carriers,delhi,cochin,390,1,no info,7888,19,0,21,5,2019
Air Asia,kolkata,banglore,955,1,no info,5192,7,35,15,5,2019
Multiple Carriers,delhi,cochin,640,1,in-flight meal not included,6007,10,20,24,6,2019
Jet Airways,delhi,cochin,1595,1,in-flight meal not included,12898,10,0,27,5,2019
Air India,banglore,new delhi,1545,2,no info,11885,8,50,18,3,2019
Vistara,kolkata,banglore,355,1,no info,14360,17,0,24,3,2019
Air India,kolkata,banglore,1185,2,no info,14330,16,45,12,5,2019
Multiple Carriers,delhi,cochin,555,1,no info,6076,13,5,27,3,2019
Spicejet,kolkata,banglore,160,0,no info,4622,6,55,1,3,2019
Jet Airways,kolkata,banglore,665,1,no info,14388,21,10,9,5,2019
Multiple Carriers,delhi,cochin,615,1,no info,9794,8,45,21,5,2019
Indigo,kolkata,banglore,150,0,no info,4804,15,15,3,6,2019
Jet Airways,kolkata,banglore,450,1,in-flight meal not included,9663,21,10,9,5,2019
Goair,delhi,cochin,370,1,no info,5842,7,25,9,5,2019
Multiple Carriers,delhi,cochin,510,1,no info,15603,7,0,3,3,2019
Indigo,kolkata,banglore,165,0,no info,5618,22,10,3,3,2019
Indigo,kolkata,banglore,155,0,no info,6565,14,20,3,3,2019
Spicejet,delhi,cochin,295,1,no info,5221,17,55,15,4,2019
Jet Airways,delhi,cochin,560,2,in-flight meal not included,10368,9,40,27,6,2019
Air India,delhi,cochin,765,1,no info,7480,20,40,24,6,2019
Jet Airways,delhi,cochin,1490,2,no info,13882,11,45,12,6,2019
Indigo,delhi,cochin,560,1,no info,6442,6,50,24,6,2019
Indigo,banglore,delhi,175,0,no info,4823,7,10,24,6,2019
Spicejet,kolkata,banglore,150,0,no info,3873,17,10,21,5,2019
Jet Airways,kolkata,banglore,1075,1,no info,12121,17,0,1,5,2019
Indigo,banglore,delhi,170,0,no info,4423,10,10,27,4,2019
Air India,kolkata,banglore,150,0,no info,5510,14,15,24,6,2019
Jet Airways,banglore,delhi,180,0,no info,7229,8,20,6,4,2019
Jet Airways,delhi,cochin,1010,1,in-flight meal not included,10577,19,45,9,6,2019
Jet Airways,mumbai,hyderabad,90,0,no info,8040,10,20,27,3,2019
Jet Airways,delhi,cochin,360,1,no info,14714,13,0,3,6,2019
Jet Airways,banglore,delhi,165,0,in-flight meal not included,7229,6,0,9,6,2019
Multiple Carriers,delhi,cochin,855,2,no info,6653,7,5,21,3,2019
Indigo,delhi,cochin,665,1,no info,6442,5,5,24,6,2019
Indigo,kolkata,banglore,160,0,no info,4804,21,25,12,5,2019
Air India,delhi,cochin,1210,2,no info,9417,13,15,9,5,2019
Jet Airways,kolkata,banglore,1495,1,in-flight meal not included,10844,18,55,24,5,2019
Jet Airways,banglore,delhi,180,0,no info,7229,17,45,12,5,2019
Jet Airways,delhi,cochin,590,1,in-flight meal not included,15400,9,0,6,3,2019
Indigo,delhi,cochin,750,1,no info,6416,8,30,15,6,2019
Air India,banglore,delhi,170,0,no info,5176,13,20,3,4,2019
Indigo,delhi,cochin,575,1,no info,9264,16,0,21,3,2019
Multiple Carriers,delhi,cochin,720,1,no info,13587,9,0,6,6,2019
Spicejet,chennai,kolkata,135,0,no info,3597,8,20,1,5,2019
Air Asia,banglore,delhi,170,0,no info,4282,4,55,27,4,2019
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,4995,7,5,27,6,2019
Indigo,kolkata,banglore,155,0,no info,4804,20,20,1,6,2019
Jet Airways,kolkata,banglore,590,1,in-flight meal not included,10844,6,30,6,5,2019
Jet Airways,delhi,cochin,885,1,no info,14714,21,50,1,6,2019
Jet Airways,kolkata,banglore,730,1,no info,14571,21,10,6,6,2019
Jet Airways,banglore,new delhi,1425,1,in-flight meal not included,7832,11,40,21,3,2019
Jet Airways,kolkata,banglore,1295,1,no info,11467,20,25,1,4,2019
Jet Airways,kolkata,banglore,1075,1,no info,10953,17,0,9,5,2019
Indigo,kolkata,banglore,160,0,no info,4148,20,25,9,3,2019
Spicejet,kolkata,banglore,145,0,no info,3873,9,0,9,5,2019
Indigo,banglore,delhi,170,0,no info,3943,22,10,27,4,2019
Air Asia,delhi,cochin,330,1,no info,6151,16,45,27,3,2019
Vistara,mumbai,hyderabad,850,1,no info,12080,8,45,12,3,2019
Jet Airways,kolkata,banglore,845,1,no info,13584,20,0,9,5,2019
Indigo,delhi,cochin,845,1,no info,6979,11,25,6,5,2019
Air Asia,banglore,new delhi,165,0,no info,4482,23,25,9,3,2019
Indigo,kolkata,banglore,325,1,no info,6284,18,5,1,4,2019
Indigo,kolkata,banglore,220,1,no info,4226,19,35,24,5,2019
Indigo,delhi,cochin,570,1,no info,6442,6,40,9,3,2019
Jet Airways,delhi,cochin,520,1,in-flight meal not included,12373,19,45,18,5,2019
Jet Airways,banglore,new delhi,550,1,no info,11297,5,50,12,3,2019
Air India,kolkata,banglore,920,2,no info,14083,10,0,24,5,2019
Jet Airways,delhi,cochin,195,0,in-flight meal not included,7202,11,0,3,6,2019
Multiple Carriers,delhi,cochin,590,1,no info,11667,9,0,21,3,2019
Jet Airways,kolkata,banglore,1400,1,in-flight meal not included,10844,18,55,24,5,2019
Air India,banglore,new delhi,1265,1,no info,5932,11,50,15,3,2019
Multiple Carriers,delhi,cochin,630,1,no info,9001,8,45,24,6,2019
Jet Airways,kolkata,banglore,395,1,in-flight meal not included,13469,17,0,6,6,2019
Indigo,mumbai,hyderabad,90,0,no info,2227,21,20,15,6,2019
Indigo,delhi,cochin,315,1,no info,5636,7,15,15,5,2019
Multiple Carriers,delhi,cochin,625,2,no info,15965,15,5,6,6,2019
Indigo,delhi,cochin,305,1,no info,5054,20,25,24,6,2019
Multiple Carriers,delhi,cochin,540,1,in-flight meal not included,5999,7,10,21,3,2019
Indigo,banglore,delhi,175,0,no info,4823,7,10,1,5,2019
Spicejet,kolkata,banglore,435,1,no info,8479,11,35,12,6,2019
Vistara,kolkata,banglore,930,1,no info,8452,7,10,15,5,2019
Jet Airways,delhi,cochin,660,1,no info,14924,8,0,3,6,2019
Air India,delhi,cochin,1410,2,no info,10441,19,45,3,6,2019
Multiple Carriers,delhi,cochin,900,1,no info,7485,6,0,21,5,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,6478,8,20,6,6,2019
Jet Airways,delhi,cochin,1775,2,no info,15129,13,25,27,5,2019
Indigo,kolkata,banglore,265,1,no info,3809,19,20,1,5,2019
Jet Airways,delhi,cochin,660,1,1 long layover,18581,8,0,24,6,2019
Indigo,kolkata,banglore,155,0,no info,5224,22,15,9,6,2019
Indigo,delhi,cochin,500,1,no info,8330,17,10,9,5,2019
Air India,banglore,delhi,165,0,no info,6961,10,0,9,6,2019
Jet Airways,delhi,cochin,660,1,in-flight meal not included,10262,8,0,9,6,2019
Indigo,mumbai,hyderabad,90,0,no info,2754,2,35,21,6,2019
Multiple Carriers,delhi,cochin,630,1,no info,13727,15,0,18,5,2019
Goair,banglore,delhi,165,0,no info,3898,20,55,27,4,2019
Jet Airways,banglore,new delhi,810,1,in-flight meal not included,11087,22,55,12,3,2019
Air Asia,banglore,delhi,170,0,no info,3383,23,55,6,4,2019
Jet Airways,delhi,cochin,1520,1,no info,12557,17,30,21,3,2019
Jet Airways,delhi,cochin,1325,2,in-flight meal not included,8273,6,20,21,3,2019
Air India,mumbai,hyderabad,545,2,no info,9736,10,5,12,3,2019
Jet Airways,delhi,cochin,1530,1,in-flight meal not included,10262,17,30,24,6,2019
Jet Airways,delhi,cochin,810,2,no info,11664,5,30,9,4,2019
Indigo,banglore,delhi,170,0,no info,4591,23,30,1,5,2019
Jet Airways,banglore,new delhi,305,1,in-flight meal not included,13502,14,5,18,3,2019
Air India,delhi,cochin,375,1,no info,8372,13,0,27,6,2019
Air India,banglore,delhi,165,0,no info,6121,6,10,21,4,2019
Vistara,banglore,new delhi,155,0,no info,5613,16,0,21,3,2019
Indigo,delhi,cochin,320,1,no info,5298,6,50,6,4,2019
Jet Airways,delhi,cochin,1050,1,no info,15764,2,15,9,3,2019
Air Asia,delhi,cochin,870,1,no info,6253,7,55,15,6,2019
Jet Airways,kolkata,banglore,375,1,in-flight meal not included,8586,5,45,18,5,2019
Jet Airways,delhi,cochin,1325,2,no info,12273,6,20,27,3,2019
Indigo,mumbai,hyderabad,90,0,no info,2227,21,20,15,5,2019
Jet Airways,banglore,delhi,180,0,in-flight meal not included,5769,19,50,12,6,2019
Vistara,delhi,cochin,190,0,no info,6216,14,40,18,4,2019
Indigo,delhi,cochin,345,1,no info,6386,2,0,3,6,2019
Multiple Carriers,delhi,cochin,555,1,no info,16108,10,0,1,6,2019
Spicejet,kolkata,banglore,140,0,no info,3873,22,20,24,5,2019
Indigo,delhi,cochin,895,1,no info,6270,10,35,9,4,2019
Air India,banglore,delhi,170,0,no info,5911,21,5,12,4,2019
Multiple Carriers,delhi,cochin,605,1,no info,15077,9,10,6,3,2019
Jet Airways,banglore,new delhi,890,1,no info,31825,20,35,1,3,2019
Spicejet,kolkata,banglore,435,1,no info,8479,11,35,6,5,2019
Vistara,kolkata,banglore,1555,1,no info,9397,7,10,12,5,2019
Jet Airways,delhi,cochin,1655,1,in-flight meal not included,10262,9,0,3,6,2019
Indigo,delhi,cochin,195,0,no info,4729,5,35,3,4,2019
Jet Airways,delhi,cochin,1530,1,no info,14714,17,30,1,6,2019
Indigo,kolkata,banglore,155,0,no info,4804,17,15,15,5,2019
Indigo,kolkata,banglore,165,0,no info,4804,20,25,3,6,2019
Air India,mumbai,hyderabad,80,0,no info,2050,21,5,1,4,2019
Multiple Carriers,delhi,cochin,705,1,no info,8371,7,30,27,3,2019
Multiple Carriers,delhi,cochin,540,1,no info,12192,10,0,27,6,2019
Multiple Carriers,delhi,cochin,770,1,no info,14629,6,0,21,3,2019
Indigo,banglore,delhi,175,0,no info,4823,18,25,9,4,2019
Multiple Carriers,delhi,cochin,375,1,no info,14323,13,0,9,5,2019
Jet Airways,delhi,cochin,1390,2,no info,15129,13,25,9,5,2019
Indigo,delhi,cochin,860,1,no info,6758,6,40,18,5,2019
Multiple Carriers,delhi,cochin,615,1,no info,14848,9,0,21,5,2019
Air India,banglore,new delhi,1670,2,no info,12358,6,45,3,3,2019
Jet Airways,banglore,delhi,185,0,in-flight meal not included,4030,18,55,21,5,2019
Air India,kolkata,banglore,150,0,no info,4960,14,15,9,3,2019
Air India,delhi,cochin,1595,2,no info,8656,16,40,27,3,2019
Indigo,delhi,cochin,710,1,no info,14871,9,10,6,3,2019
Goair,delhi,cochin,440,1,no info,4563,6,0,27,3,2019
Indigo,mumbai,hyderabad,85,0,no info,4784,21,20,6,3,2019
Indigo,banglore,delhi,170,0,no info,4823,20,0,1,6,2019
Vistara,chennai,kolkata,135,0,no info,3687,7,5,3,5,2019
Jet Airways,banglore,delhi,175,0,no info,7229,15,15,27,4,2019
Jet Airways,banglore,delhi,180,0,no info,7229,7,10,15,4,2019
Air India,delhi,cochin,1010,1,no info,7174,6,10,21,4,2019
Air India,delhi,cochin,1490,2,no info,11071,6,50,21,3,2019
Indigo,delhi,cochin,965,1,no info,6979,4,55,15,5,2019
Indigo,chennai,kolkata,140,0,no info,3850,7,55,15,5,2019
Jet Airways,kolkata,banglore,800,1,no info,13044,20,0,12,6,2019
Jet Airways,delhi,cochin,450,1,in-flight meal not included,12373,20,55,18,5,2019
Air India,delhi,cochin,1100,2,no info,13801,13,20,18,5,2019
Indigo,banglore,delhi,170,0,no info,4823,8,30,1,6,2019
Air India,delhi,cochin,1535,1,no info,6587,5,15,9,6,2019
Indigo,mumbai,hyderabad,95,0,no info,2227,20,5,3,6,2019
Jet Airways,kolkata,banglore,1285,1,no info,14151,17,0,9,6,2019
Air India,banglore,new delhi,2315,2,no info,25430,8,50,1,3,2019
Spicejet,banglore,delhi,175,0,no check-in baggage included,4319,21,10,27,6,2019
Air India,delhi,cochin,1660,1,no info,14462,4,0,3,3,2019
Jet Airways,kolkata,banglore,1655,1,in-flight meal not included,8586,6,30,21,5,2019
Air India,kolkata,banglore,675,1,no info,7662,9,50,9,6,2019
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,4995,7,5,3,5,2019
Multiple Carriers,delhi,cochin,720,1,no info,7408,9,0,9,6,2019
Jet Airways,mumbai,hyderabad,90,0,no info,5678,19,35,15,3,2019
Jet Airways,mumbai,hyderabad,90,0,no info,5678,19,35,9,6,2019
Jet Airways,banglore,new delhi,950,1,no info,26890,8,55,1,3,2019
Air India,mumbai,hyderabad,2245,2,no info,13904,6,0,6,3,2019
Jet Airways,delhi,cochin,505,2,in-flight meal not included,15318,20,0,1,6,2019
Vistara,kolkata,banglore,1580,1,no info,8452,20,20,15,5,2019
Indigo,delhi,cochin,625,1,no info,6314,10,35,9,6,2019
Air India,kolkata,banglore,625,1,no info,10203,10,0,1,5,2019
Spicejet,chennai,kolkata,135,0,no info,3597,8,20,15,6,2019
Multiple Carriers,delhi,cochin,535,1,no info,8266,10,20,12,6,2019
Jet Airways,delhi,cochin,885,1,in-flight meal not included,12373,21,50,18,5,2019
Jet Airways,banglore,new delhi,435,1,no info,36235,14,5,1,3,2019
Indigo,delhi,cochin,755,1,no info,14871,8,25,3,3,2019
Jet Airways,banglore,delhi,180,0,no info,7229,17,45,12,4,2019
Indigo,kolkata,banglore,155,0,no info,4804,22,15,24,4,2019
Indigo,banglore,new delhi,175,0,no info,7303,20,0,3,3,2019
Multiple Carriers,delhi,cochin,570,1,no info,13587,11,30,1,6,2019
Multiple Carriers,delhi,cochin,455,1,no info,7740,14,55,18,5,2019
Indigo,chennai,kolkata,145,0,no info,7295,14,40,1,3,2019
Multiple Carriers,delhi,cochin,440,1,no info,18916,18,15,3,3,2019
Multiple Carriers,delhi,cochin,385,1,no info,8266,12,50,21,5,2019
Jet Airways,delhi,cochin,1570,1,in-flight meal not included,12373,2,15,18,5,2019
Multiple Carriers,delhi,cochin,555,1,no info,11188,13,15,18,5,2019
Jet Airways,kolkata,banglore,505,1,no info,14151,9,35,18,5,2019
Jet Airways,delhi,cochin,660,1,no info,14714,8,0,1,6,2019
Jet Airways,banglore,delhi,180,0,no info,7229,7,10,6,4,2019
Jet Airways,delhi,cochin,1165,1,no info,12242,9,0,27,3,2019
Jet Airways,banglore,new delhi,325,1,in-flight meal not included,9134,7,0,15,3,2019
Indigo,banglore,delhi,170,0,no info,3943,22,10,1,5,2019
Air India,banglore,delhi,165,0,no info,6961,10,0,1,6,2019
Jet Airways,mumbai,hyderabad,500,2,no info,23843,8,15,12,3,2019
Spicejet,chennai,kolkata,135,0,no info,3597,9,45,24,5,2019
Multiple Carriers,delhi,cochin,480,1,no info,7408,13,0,27,6,2019
Spicejet,banglore,delhi,160,0,no check-in baggage included,3257,5,55,27,5,2019
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,1965,5,45,6,5,2019
Multiple Carriers,delhi,cochin,755,1,no info,9100,6,40,27,3,2019
Air India,mumbai,hyderabad,75,0,no info,3100,19,30,18,6,2019
Jet Airways,banglore,new delhi,625,1,no info,26890,8,0,1,3,2019
Jet Airways,banglore,delhi,180,0,no info,8016,17,45,24,6,2019
Air India,kolkata,banglore,1435,1,no info,12173,20,30,24,3,2019
Indigo,delhi,cochin,965,1,no info,8784,4,55,27,5,2019
Indigo,delhi,cochin,320,1,no info,5298,6,50,9,5,2019
Jet Airways,banglore,new delhi,1475,1,in-flight meal not included,11087,8,55,9,3,2019
Spicejet,delhi,cochin,295,1,no info,5409,17,55,9,6,2019
Goair,delhi,cochin,370,1,no info,5842,7,25,1,5,2019
Jet Airways,mumbai,hyderabad,90,0,in-flight meal not included,2228,15,50,18,3,2019
Spicejet,chennai,kolkata,140,0,no check-in baggage included,3543,17,45,6,5,2019
Indigo,kolkata,banglore,315,1,no info,7228,21,0,21,5,2019
Indigo,delhi,cochin,425,1,no info,6287,5,5,15,4,2019
Multiple Carriers,delhi,cochin,750,1,no info,13377,13,0,27,6,2019
Indigo,kolkata,banglore,165,0,no info,6985,17,15,3,3,2019
Air India,delhi,cochin,375,1,no info,8372,13,0,3,6,2019
Air India,kolkata,banglore,1200,2,no info,14687,9,25,21,5,2019
Jet Airways,delhi,cochin,195,0,no info,9564,11,0,9,3,2019
Vistara,mumbai,hyderabad,480,1,no info,12080,8,45,12,3,2019
Multiple Carriers,delhi,cochin,460,2,no info,18275,17,50,3,6,2019
Indigo,delhi,cochin,810,1,no info,6093,7,30,6,6,2019
Jet Airways,delhi,cochin,1365,2,no info,14861,5,40,9,3,2019
Indigo,kolkata,banglore,155,0,no info,4804,11,30,18,5,2019
Jet Airways,kolkata,banglore,1365,1,in-flight meal not included,9314,20,25,1,5,2019
Multiple Carriers,delhi,cochin,615,1,no info,9794,8,45,9,5,2019
Jet Airways,delhi,cochin,810,2,in-flight meal not included,13029,5,30,21,5,2019
Spicejet,kolkata,banglore,150,0,no check-in baggage included,3841,17,10,3,6,2019
Jet Airways,banglore,new delhi,315,1,no info,12284,8,0,18,3,2019
Jet Airways,delhi,cochin,395,1,no info,14714,21,50,9,6,2019
Jet Airways,kolkata,banglore,965,1,in-flight meal not included,7064,6,30,1,4,2019
